algo,mdp,run,rho_empirical,rho_internal
DiffQL,resetdie,528,6.0,5.88792894516933
DiffQL,resetdie,529,6.0,5.932280785271444
DiffQL,resetdie,530,6.0,5.871145208607693
DiffQL,resetdie,531,6.0,5.525282933046421
DiffQL,resetdie,532,6.0,5.72848298957254
DiffQL,resetdie,533,6.0,6.50210081412028
DiffQL,resetdie,534,6.0,6.060155917205369
DiffQL,resetdie,535,6.0,6.018267467368846
DiffQL,resetdie,536,6.0,6.123429472531648
DiffQL,resetdie,537,6.0,5.929639159659136
DiffQL,resetdie,538,5.0,5.168606302144096
DiffQL,resetdie,539,6.0,6.071214766222017
DiffQL,resetdie,540,6.0,6.183597302652928
DiffQL,resetdie,541,6.0,5.744055334833659
DiffQL,resetdie,542,6.0,5.956372200323831
DiffQL,resetdie,543,6.0,6.356862382380868
DiffQL,resetdie,544,6.0,5.154048444036058
DiffQL,resetdie,545,6.0,5.569287445712597
DiffQL,resetdie,546,6.0,5.993344862426469
DiffQL,resetdie,547,6.0,6.30362060308069
DiffQL,resetdie,548,6.0,6.151189695669368
DiffQL,resetdie,549,6.0,5.8039907642679305
DiffQL,resetdie,550,6.0,5.737880755283478
DiffQL,resetdie,551,6.0,5.515520596099289
DiffQL,resetdie,552,6.0,5.82116393543027
DiffQL,resetdie,553,6.0,5.899397922292622
DiffQL,resetdie,554,6.0,5.860071366980434
