algo,mdp,run,rho_hat
RVIQL,ring,401,1.0
RVIQL,ring,402,1.0
RVIQL,ring,403,1.0
RVIQL,ring,404,1.0
RVIQL,ring,405,1.0
RVIQL,ring,406,1.0
RVIQL,ring,407,1.0
RVIQL,ring,408,1.0
RVIQL,ring,409,1.0
RVIQL,ring,410,1.0
RVIQL,ring,411,1.0
RVIQL,ring,412,1.0
RVIQL,ring,413,1.0
RVIQL,ring,414,1.0
RVIQL,ring,415,1.0
RVIQL,ring,416,1.0
RVIQL,ring,417,1.0
RVIQL,ring,418,1.0
RVIQL,ring,419,1.0
RVIQL,ring,420,1.0
RVIQL,ring,421,1.0
RVIQL,ring,422,1.0
RVIQL,ring,423,1.0
RVIQL,ring,424,1.0
RVIQL,ring,425,1.0
RVIQL,ring,426,1.0
RVIQL,ring,427,1.0
RVIQL,ring,428,1.0
RVIQL,ring,429,1.0
RVIQL,ring,430,1.0
RVIQL,ring,431,1.0
RVIQL,ring,432,1.0
RVIQL,ring,433,1.0
RVIQL,ring,434,1.0
RVIQL,ring,435,1.0
RVIQL,ring,436,1.0
RVIQL,ring,437,1.0
RVIQL,ring,438,1.0
RVIQL,ring,439,1.0
RVIQL,ring,440,1.0
RVIQL,ring,441,1.0
RVIQL,ring,442,1.0
RVIQL,ring,443,1.0
RVIQL,ring,444,1.0
RVIQL,ring,445,1.0
RVIQL,ring,446,1.0
RVIQL,ring,447,1.0
RVIQL,ring,448,1.0
RVIQL,ring,449,1.0
RVIQL,ring,450,1.0
RVIQL,ring,451,1.0
RVIQL,ring,452,1.0
RVIQL,ring,453,1.0
RVIQL,ring,454,1.0
RVIQL,ring,455,1.0
RVIQL,ring,456,1.0
RVIQL,ring,457,1.0
RVIQL,ring,458,1.0
RVIQL,ring,459,1.0
RVIQL,ring,460,1.0
RVIQL,ring,461,1.0
RVIQL,ring,462,1.0
RVIQL,ring,463,1.0
RVIQL,ring,464,1.0
RVIQL,ring,465,1.0
RVIQL,ring,466,1.0
RVIQL,ring,467,1.0
RVIQL,ring,468,1.0
RVIQL,ring,469,1.0
RVIQL,ring,470,1.0
RVIQL,ring,471,1.0
RVIQL,ring,472,1.0
RVIQL,ring,473,1.0
RVIQL,ring,474,1.0
RVIQL,ring,475,1.0
RVIQL,ring,476,1.0
RVIQL,ring,477,1.0
RVIQL,ring,478,1.0
RVIQL,ring,479,1.0
RVIQL,ring,480,1.0
RVIQL,ring,481,1.0
RVIQL,ring,482,1.0
RVIQL,ring,483,1.0
RVIQL,ring,484,1.0
RVIQL,ring,485,1.0
RVIQL,ring,486,1.0
RVIQL,ring,487,1.0
RVIQL,ring,488,1.0
RVIQL,ring,489,1.0
RVIQL,ring,490,1.0
RVIQL,ring,491,1.0
RVIQL,ring,492,1.0
RVIQL,ring,493,1.0
RVIQL,ring,494,1.0
RVIQL,ring,495,1.0
RVIQL,ring,496,1.0
RVIQL,ring,497,1.0
RVIQL,ring,498,1.0
RVIQL,ring,499,1.0
RVIQL,ring,500,1.0
RVIQL,ring,501,1.0
RVIQL,ring,502,1.0
RVIQL,ring,503,1.0
RVIQL,ring,504,1.0
RVIQL,ring,505,1.0
RVIQL,ring,506,1.0
RVIQL,ring,507,1.0
RVIQL,ring,508,1.0
RVIQL,ring,509,1.0
RVIQL,ring,510,1.0
RVIQL,ring,511,1.0
RVIQL,ring,512,1.0
RVIQL,ring,513,1.0
RVIQL,ring,514,1.0
RVIQL,ring,515,1.0
RVIQL,ring,516,1.0
RVIQL,ring,517,1.0
RVIQL,ring,518,1.0
RVIQL,ring,519,1.0
RVIQL,ring,520,1.0
RVIQL,ring,521,1.0
RVIQL,ring,522,1.0
RVIQL,ring,523,1.0
RVIQL,ring,524,1.0
RVIQL,ring,525,1.0
RVIQL,ring,526,1.0
RVIQL,ring,527,1.0
RVIQL,ring,528,1.0
RVIQL,ring,529,1.0
RVIQL,ring,530,1.0
RVIQL,ring,531,1.0
RVIQL,ring,532,1.0
RVIQL,ring,533,1.0
RVIQL,ring,534,1.0
RVIQL,ring,535,1.0
RVIQL,ring,536,1.0
RVIQL,ring,537,1.0
RVIQL,ring,538,1.0
RVIQL,ring,539,1.0
RVIQL,ring,540,1.0
RVIQL,ring,541,1.0
RVIQL,ring,542,1.0
RVIQL,ring,543,1.0
RVIQL,ring,544,1.0
RVIQL,ring,545,1.0
RVIQL,ring,546,1.0
RVIQL,ring,547,1.0
RVIQL,ring,548,1.0
RVIQL,ring,549,1.0
RVIQL,ring,550,1.0
RVIQL,ring,551,1.0
RVIQL,ring,552,1.0
RVIQL,ring,553,1.0
RVIQL,ring,554,1.0
RVIQL,ring,555,1.0
RVIQL,ring,556,1.0
RVIQL,ring,557,1.0
RVIQL,ring,558,1.0
RVIQL,ring,559,1.0
RVIQL,ring,560,1.0
RVIQL,ring,561,1.0
RVIQL,ring,562,1.0
RVIQL,ring,563,1.0
RVIQL,ring,564,1.0
RVIQL,ring,565,1.0
RVIQL,ring,566,1.0
RVIQL,ring,567,1.0
RVIQL,ring,568,1.0
RVIQL,ring,569,1.0
RVIQL,ring,570,1.0
RVIQL,ring,571,1.0
RVIQL,ring,572,1.0
RVIQL,ring,573,1.0
RVIQL,ring,574,1.0
RVIQL,ring,575,1.0
RVIQL,ring,576,1.0
RVIQL,ring,577,1.0
RVIQL,ring,578,1.0
RVIQL,ring,579,1.0
RVIQL,ring,580,1.0
RVIQL,ring,581,1.0
RVIQL,ring,582,1.0
RVIQL,ring,583,1.0
RVIQL,ring,584,1.0
RVIQL,ring,585,1.0
RVIQL,ring,586,1.0
RVIQL,ring,587,1.0
RVIQL,ring,588,1.0
RVIQL,ring,589,1.0
RVIQL,ring,590,1.0
RVIQL,ring,591,1.0
RVIQL,ring,592,1.0
RVIQL,ring,593,1.0
RVIQL,ring,594,1.0
RVIQL,ring,595,1.0
RVIQL,ring,596,1.0
RVIQL,ring,597,1.0
RVIQL,ring,598,1.0
RVIQL,ring,599,1.0
RVIQL,ring,600,1.0
RVIQL,ring,601,1.0
RVIQL,ring,602,1.0
RVIQL,ring,603,1.0
RVIQL,ring,604,1.0
RVIQL,ring,605,1.0
RVIQL,ring,606,1.0
RVIQL,ring,607,1.0
RVIQL,ring,608,1.0
RVIQL,ring,609,1.0
RVIQL,ring,610,1.0
RVIQL,ring,611,1.0
RVIQL,ring,612,1.0
RVIQL,ring,613,1.0
RVIQL,ring,614,1.0
RVIQL,ring,615,1.0
RVIQL,ring,616,1.0
RVIQL,ring,617,1.0
RVIQL,ring,618,1.0
RVIQL,ring,619,1.0
RVIQL,ring,620,1.0
RVIQL,ring,621,1.0
RVIQL,ring,622,1.0
RVIQL,ring,623,1.0
RVIQL,ring,624,1.0
RVIQL,ring,625,1.0
RVIQL,ring,626,1.0
RVIQL,ring,627,1.0
RVIQL,ring,628,1.0
RVIQL,ring,629,1.0
RVIQL,ring,630,1.0
RVIQL,ring,631,1.0
RVIQL,ring,632,1.0
RVIQL,ring,633,1.0
RVIQL,ring,634,1.0
RVIQL,ring,635,1.0
RVIQL,ring,636,1.0
RVIQL,ring,637,1.0
RVIQL,ring,638,1.0
RVIQL,ring,639,1.0
RVIQL,ring,640,1.0
RVIQL,ring,641,1.0
RVIQL,ring,642,1.0
RVIQL,ring,643,1.0
RVIQL,ring,644,1.0
RVIQL,ring,645,1.0
RVIQL,ring,646,1.0
RVIQL,ring,647,1.0
RVIQL,ring,648,1.0
RVIQL,ring,649,1.0
RVIQL,ring,650,1.0
RVIQL,ring,651,1.0
RVIQL,ring,652,1.0
RVIQL,ring,653,1.0
RVIQL,ring,654,1.0
RVIQL,ring,655,1.0
RVIQL,ring,656,1.0
RVIQL,ring,657,1.0
RVIQL,ring,658,1.0
RVIQL,ring,659,1.0
RVIQL,ring,660,1.0
RVIQL,ring,661,1.0
RVIQL,ring,662,1.0
RVIQL,ring,663,1.0
RVIQL,ring,664,1.0
RVIQL,ring,665,1.0
RVIQL,ring,666,1.0
RVIQL,ring,667,1.0
RVIQL,ring,668,1.0
RVIQL,ring,669,1.0
RVIQL,ring,670,1.0
RVIQL,ring,671,1.0
RVIQL,ring,672,1.0
RVIQL,ring,673,1.0
RVIQL,ring,674,1.0
RVIQL,ring,675,1.0
RVIQL,ring,676,1.0
RVIQL,ring,677,1.0
RVIQL,ring,678,1.0
RVIQL,ring,679,1.0
RVIQL,ring,680,1.0
RVIQL,ring,681,1.0
RVIQL,ring,682,1.0
RVIQL,ring,683,1.0
RVIQL,ring,684,1.0
RVIQL,ring,685,1.0
RVIQL,ring,686,1.0
